pubdate,PMID,title,abstract
2013,23497865,Lipid components and water soluble metabolites in salted and dried tuna (Thunnus thynnus L.) roes.,"The salted and dried product of tuna roe (bottarga) is a seafood characteristic of the Mediterranean area and exported all over the world. Samples of bottarga from bluefin tunas (Thunnus thynnus, L.) caught in the southwest Mediterranean sea were analysed. The samples were characterised by high content of marine wax esters (55-67 mol% of lipid classes), of docosahexaenoic (22:6 n-3, 25 w%) and oleic (18:1 n-9, 19 w%) fatty acids. Cholesterol was detected as 7-9 w% of lipids. Free fatty acids, index of lipid hydrolysis, represented 32-39 mol% over total fatty acids. Among metabolites, nutrients as taurine, nicotinamide and β-alanine, were found. The microflora comprised staphylococci, enterococci (2.2 log(10)CFU/g) and lactic acid bacteria (3 log(10) CFU/g). The food-borne pathogens Staphylococcus aureus, Listeria monocytogenes and Salmonella spp. were not detected. These findings indicate tuna bottarga as valuable source of nutrients."
2012,22338546,Antinociceptive activity and effect of methanol extract of Salvia limbata on withdrawal syndrome in mice.,"Salvia (S.) is an important genus consisting of about 900 species in the Lamiaceae family. They are several reports that some Salvia spp. has effects on the central nervous system (CNS). The present experiments were undertaken to study the protective effect of S. limbata on the development of dependence to morphine in mice.Antinociceptive activity of aerial parts of S. limbata was investigated using the hot plate method. In addition, the effect of its aerial parts on morphine dependence was investigated in mice. After induction of dependence by morphine, different concentrations of plant aerial parts extract were injected to treated groups. To assess morphine withdrawal, mice were injected naloxone (5 mg/kg) i.p. on the 5th day. After four consecutive days of morphine injection, withdrawal syndrome was assessed by placing each mouse in a 30 cm high glass box and recording the frequency of escape jumps for 60 minutes.Animal receiving acute treatment with morphine displayed dependence. The animals treated with different extract concentrations could decrease frequency of escape jumps in number or decrease development of morphine dependence. Addiction was observed following naloxone administration. Methanol extract of S. limbata produced a statistically significant inhibition of pain induced by hot plate latency at 500, 1000 and 1500 mg/kg i.p. A significant increase in pain threshold was observed after 30 and 60 min (p < 0.001). The activity was comparable to that of morphine (30 mg kg(-1) i.p., p > 0.05). The anti-nociceptive activity of S. limbata increased until the 60th min (p < 0.05 compared to morphine).S. limbata extract produced statistically significant inhibition of pain and development of morphine dependence in mice."
2010,20118551,Selective cholinesterase inhibitory activities of a new monoterpene diglycoside and other constituents from Nelumbo nucifera stamens.,"A new beta-cyclogeraniol diglycoside (5), along with four known components, cycloartenol (1), p-hydroxybenzoic acid (2), vanilloloside (3), and 5'-O-methyladenosine (4), were first isolated from the n-BuOH fraction of Nelumbo nucifera stamens. The chemical structure of 5 was elucidated as 1-hydroxymethyl-2,6,6-trimethyl-1-cyclohexene 9-O-beta-D-glucopyranosyl-(1-->6)-beta-D-glucopyranoside (nuciferoside) on the basis of chemical and spectroscopic evidence, including 1D, 2D NMR, and MS. The anti-Alzheimer effects of 1-5 were evaluated via the acetylcholinesterase (AChE), butyrylcholinesterase (BChE), and beta-site amyloid precursor protein (APP) cleaving enzyme 1 (BACE1) inhibition assays. Compounds 1-3 and 5 showed good and noncompetitive inhibition against AChE with IC(50) values of 11.89, 20.07, 4.55, and 3.20 microM and K(i)values of 15.71, 25.44, 7.76, and 5.76 microM, respectively. Compounds 1, 2, and 5 also possessed BChE inhibitory activities with IC(50) values of 13.93, 62.29, 205.78, and 83.06 microM, respectively. The selectivity index (SI) values of 1, 2, 3, and 5, calculated from IC(50) values of BChE and AChE, were 1.2, 3.1, 45.7, and 26.0. However, all isolated compounds lacked BACE1 inhibition up to 100 microM. Therefore, N. nucifera stamens-derived compounds could potentially exert their primary anti-Alzheimer effects as AChE inhibitors rather than BACE1 inhibitors."
2002,12445866,Hyperforin is a dual inhibitor of cyclooxygenase-1 and 5-lipoxygenase.,"The acylphloroglucinol derivative hyperforin is the major lipophilic constituent in the herb Hypericum perforatum (St. John's wort). The aim of the present study was to investigate if hyperforin as well as extracts of H. perforatum can suppresses the activities of 5-lipoxygenase (5-LO) and cyclooxygenases (COX), key enzymes in the formation of proinflammatory eicosanoids from arachidonic acid (AA). In freshly isolated human polymorphonuclear leukocytes stimulated with Ca(2+) ionophore A23187, hyperforin inhibited 5-LO product formation with IC(50) values of about 1-2 microM, in the absence or presence of exogenous AA (20 microM), respectively, being almost equipotent to the well-documented 5-LO inhibitor zileuton (IC(50) = 0.5-1 microM). Experiments with purified human 5-LO demonstrate that hyperforin is a direct 5-LO inhibitor (IC(50) approximately 90 nM), acting in an uncompetitive fashion. In thrombin- or ionophore-stimulated human platelets, hyperforin suppressed COX-1 product (12(S)-hydroxyheptadecatrienoic acid) formation with an IC(50) of 0.3 and 3 microM, respectively, being about 3- to 18-fold more potent than aspirin. At similar concentrations, hyperforin suppressed COX-1 activity in platelets in presence of exogenous AA (20 microM) as well as in cell-free systems. Hyperforin could not interfere with COX-2 product formation and did not significantly inhibit 12- or 15-LO in platelets or leukocytes, respectively. We conclude that hyperforin acts as a dual inhibitor of 5-LO and COX-1 in intact cells as well as on the catalytic activity of the crude enzymes, suggesting therapeutic potential in inflammatory and allergic diseases connected to eicosanoids."
2017,28606469,Potential chemoprotective role of resveratrol against cisplatin induced testicular damage in mice.,"Semen banking is often advised to male patients undergoing chemotherapy as the damage induced is profound and often irreversible. However, low success rates of assisted reproductive techniques (ART) using banked semen have led to the quest for alternative methods to treat chemotherapy-induced infertility. The present study therefore aimed to study the role of resveratrol against cisplatin induced testicular damage. Male albino mice were divided into five groups (n = 6 each), viz. normal control, resveratrol vehicle (4% ethanol), Cisplatin (7.5 mg/kg b.wt/week for 4 weeks), Resveratrol (1 mg/kg b.wt./orally for 28 days) and Resveratrol and Cisplatin combination group. Cisplatin treatment led to an increase in the activity of lactate dehydrogenase and an increase in the levels of lipid peroxidation. Glutathione levels were found to decrease with a concomitant increase in the levels of oxidized glutathione and altered status of antioxidant enzymes. Increased DNA fragmentation was also evident which was further confirmed by histopathological and FT-IR analysis. Resveratrol treatment in combination with cisplatin showed great promise in bringing down the damage statistics to near normal values in most of the parameters studied. Further studies in this direction are however needed to develop an alternative to current procedures adopted to treat chemotherapy-induced male infertility."
2017,27930989,Protective effect of Nigella sativa oil on cisplatin induced nephrotoxicity and oxidative damage in rat kidney.,"Nephrotoxicity is a severe complication in patients undergoing cisplatin (CP) chemotherapy. Previous studies in our lab have shown that administration of a single dose of CP results in decrease in the activities of brush border membrane (BBM) and free radical scavenging enzymes and induces oxidative stress in rat kidney. Nigella sativa, is one of the most revered medicinal plant known for its numerous health benefits. Nigella sativa seed/oil has been shown to improve kidney functions in animal models of acute kidney injury.The present study was undertaken to investigate whether Nigella sativa oil (NSO) can prevent the CP-induced nephrotoxic effects.The effect of NSO was determined on CP induced alterations in various serum parameters and on enzymes of carbohydrate metabolism, BBM and antioxidant defense system in renal cortex and medulla. Administration of NSO (2ml/kg bwt. orally), prior to and following a single dose CP treatment (6mg/kg bwt. i.p), significantly attenuated the CP induced increase in serum creatinine (Scr) and blood urea nitrogen (BUN) and decrease in the activities of BBM enzymes in renal cortical and medullary homogenates as well as in isolated BBM vesicles (BBMV). NSO administration also precluded CP induced alterations in the activities of carbohydrate metabolism enzymes and in the enzymatic and non-enzymatic antioxidant parameters. Histopathological observations showed extensive kidney damage in CP treated animals and remarkably reduced renal injury in CP and NSO co-treated group.The biochemical and histological data suggest a protective effect of NSO against CP-induced acute kidney injury."
2017,28440569,Toxicity of silver nanoparticles to Arabidopsis: Inhibition of root gravitropism by interfering with auxin pathway.,"Impacts of polyvinylpyrrolidine-coated silver nanoparticles (AgNPs) on root gravitropism in Arabidopsis thaliana were investigated at the physiological, cellular, and molecular levels. Our results showed that AgNPs were taken up by the root and primarily localized at the cell wall and intercellular spaces. Root gravitropism was inhibited by exposure to AgNPs, and the inhibition in root gravitropism caused by exposure to AgNPs exhibited a dose-response relationship. Auxin accumulation was reduced in the root tips because of exposure to AgNPs. However, increased indole-3-acetic acid level could not rescue the inhibition of root gravitropism. Real-time polymerase chain reaction showed significant downregulation of expression of auxin receptor-related genes, which is the TIR1/AFB family of F-box proteins including AFB1, AFB2, AFB3, AFB5, and TIR1. Therefore, the present study suggests that AgNPs have toxicity to the model plant A. thaliana as shown by inhibition of root gravitropism along with a reduction in auxin accumulation and expression of auxin receptors. Environ Toxicol Chem 2017;36:2773-2780. © 2017 SETAC."
2008,18378205,High d(+)glucose concentration inhibits RANKL-induced osteoclastogenesis.,"Diabetes is a chronic disease associated with hyperglycemia and altered bone metabolism that may lead to complications including osteopenia, increased risk of fracture and osteoporosis. Hyperglycemia has been implicated in the pathogenesis of diabetic bone disease; however, the biologic effect of glucose on osteoclastogenesis is unclear. In the present study, we examined the effect of high d(+)glucose (d-Glc) and l(-)glucose (l-Glc; osmotic control) on RANKL-induced osteoclastogenesis using RAW264.7 cells and Bone Marrow Macrophages (BMM) as models. Cells were exposed to sustained high glucose levels to mimic diabetic conditions. Osteoclast formation was analyzed using tartrate resistant acid phosphatase (TRACP) assay, expression of calcitonin receptor (CTR) and cathepsin K mRNAs, and cultures were examined for reactive oxygen species (ROS) using dichlorodihydrofluorescein diacetate (DCF-DA) fluorescence, caspase-3 and Nuclear Factor kappaB (NF-kappaB) activity. Cellular function was assessed using a migration assay. Results show, for the first time, that high d-Glc inhibits osteoclast formation, ROS production, caspase-3 activity and migration in response to RANKL through a metabolic pathway. Our findings also suggest that high d-Glc may alter RANKL-induced osteoclast formation by inhibiting redox-sensitive NF-kappaB activity through an anti-oxidative mechanism. This study increases our understanding of the role of glucose in diabetes-associated bone disease. Our data suggest that high glucose levels may alter bone turnover by decreasing osteoclast differentiation and function in diabetes and provide new insight into the biologic effects of glucose on osteoclastogenesis."
2015,25341882,Berberine ameliorates intestinal mucosal barrier damage induced by peritoneal air exposure.,"Berberine, an isoquinoline alkaloid derived from many medicinal plants, has been extensively used to treat various gastrointestinal diseases. In the present study, we investigated whether berberine could ameliorate intestinal mucosal barrier damage induced by peritoneal air exposure for 3 h. Peritoneal air-exposure rats received 100, 150, and 200 mg/kg berberine orally via gavage four times before and after surgery. Blood and terminal ileum samples were collected 24 h after surgery. The serum D-lactate levels were determined using an enzyme-linked immunosorbent assay (ELISA) kit. Intestinal permeability was determined by measuring the intestinal clearance of fluorescein isothiocyanate (FITC)-dextran (FD4). Intestinal inflammation was assessed by measuring myeloperoxidase activity. Intestinal histopathology was also assessed. The results revealed that berberine decreased the serum D-lactate level, intestinal FD4 clearance, and myeloperoxidase activity. Edema and inflammation were reduced by berberine in the intestinal mucosa and submucosa, and the Chiu's scores, indices of intestinal mucosal injury, also decreased in the berberine-treated group. In addition, berberine exerted these protective effects in a dose-dependent manner, with a significant difference from the control group at doses of 150 and 200 mg/kg. The results suggest that berberine could ameliorate intestinal mucosal barrier damage induced by peritoneal air exposure, which is linked to its anti-inflammatory activity. Berberine may be a promising treatment for intestinal mucosal barrier damage in open abdominal surgery."
1988,3389388,Effects of ribavirin on neutrophil function.,"Ribavirin, a broad spectrum antiviral agent, has been shown to exhibit immunosuppressive activity. This property has raised concerns during clinical trials because candidates for antiviral therapy are those who may develop secondary bacterial infection. We therefore investigated a number of parameters of neutrophil function after the in vitro addition of various concentrations of ribavirin. At pharmacologic concentrations (1.25-7.5 micrograms/mL), percent killing of phagocytized bacteria was increased as measured by an acridine orange fluorochrome microassay, significantly higher at a concentration of 5 micrograms/mL (p less than .02). There was no concomitant adverse effect on adherence, random migration, chemotaxis, opsonization or phagocytosis. The present data indicate that ribavirin has no acute suppressive effect on granulocyte function and may even enhance bacterial killing capabilities for treated patients."
2011,21212526,"The antinociceptive and anti-inflammatory action of the CHCl3-soluble phase and its main active component, damnacanthal, isolated from the root of Morinda citrifolia.","Morinda citrifolia (Rubiaceae, Noni) is a traditional medicine with various pharmacological activities. We investigated if the MeOH-, CHCl(3)- and BuOH-soluble phase and its main active component, damnacanthal, isolated from the Noni root, have antinociceptive and anti-inflammatory actions in mice. The CHCl(3)-soluble phase (3 g/kg, per os (p.o.)) significantly reduced pain-related behavior observed in the formalin test. These effects were not suppressed by pretreatment with naloxone (1 mg/kg, intraperitoneally (i.p.)), an opioid receptor antagonist. The CHCl(3)-soluble phase (3 g/kg, p.o.) significantly reduced histamine-induced paw edema. The MeOH- and BuOH-soluble phase had no effect in either test. Furthermore, damnacanthal (10-100 mg/kg, p.o.) exerted an antinociceptive effect on chemical nociceptive stimuli, and decreased histamine-induced paw edema. Damnacanthal was weakly bound to the histamine H(1) receptor. These data suggest that the CHCl(3)-soluble phase of the Noni root has antinociceptive and anti-inflammatory effects. Furthermore, these effects of damnacanthal isolated from the Noni root is mediated in part by the histamine H(1) receptor."
1998,9818800,Herbal medicinals: selected clinical considerations focusing on known or potential drug-herb interactions.,"Herbal medicinals are being used by an increasing number of patients who typically do not advise their clinicians of concomitant use. Known or potential drug-herb interactions exist and should be screened for. If used beyond 8 weeks, Echinacea could cause hepatotoxicity and therefore should not be used with other known hepatoxic drugs, such as anabolic steroids, amiodarone, methotrexate, and ketoconazole. However, Echinacea lacks the 1,2 saturated necrine ring associated with hepatoxicity of pyrrolizidine alkaloids. Nonsteroidal anti-inflammatory drugs may negate the usefulness of feverfew in the treatment of migraine headaches. Feverfew, garlic, Ginkgo, ginger, and ginseng may alter bleeding time and should not be used concomitantly with warfarin sodium. Additionally, ginseng may cause headache, tremulousness, and manic episodes in patients treated with phenelzine sulfate. Ginseng should also not be used with estrogens or corticosteroids because of possible additive effects. Since the mechanism of action of St John wort is uncertain, concomitant use with monoamine oxidase inhibitors and selective serotonin reuptake inhibitors is ill advised. Valerian should not be used concomitantly with barbiturates because excessive sedation may occur. Kyushin, licorice, plantain, uzara root, hawthorn, and ginseng may interfere with either digoxin pharmacodynamically or with digoxin monitoring. Evening primrose oil and borage should not be used with anticonvulsants because they may lower the seizure threshold. Shankapulshpi, an Ayurvedic preparation, may decrease phenytoin levels as well as diminish drug efficacy. Kava when used with alprazolam has resulted in coma. Immunostimulants (eg, Echinacea and zinc) should not be given with immunosuppressants (eg, corticosteroids and cyclosporine). Tannic acids present in some herbs (eg, St John wort and saw palmetto) may inhibit the absorption of iron. Kelp as a source of iodine may interfere with thyroid replacement therapies. Licorice can offset the pharmacological effect of spironolactone. Numerous herbs (eg, karela and ginseng) may affect blood glucose levels and should not be used in patients with diabetes mellitus."
2018,29710525,Balanites aegyptiaca ameliorates insulin secretion and decreases pancreatic apoptosis in diabetic rats: Role of SAPK/JNK pathway.,"SAPK-JNK pathway performs a significant role in the pathogenesis of type 2 diabetes. Balanites aegyptiaca (BA) is used as an anti-diabetic agent in folk medicine however its hypoglycemic mechanism is not fully elucidated. The current study aimed to evaluate the effect of crude extract, butanol, and dichloromethane fractions from BA on the stress-activated protein kinase/c-Jun N-terminal kinase (SAPK-JNK) pathway in experimental diabetic rats. Six groups of male Wistar rats were included: normal control, diabetic, diabetic rats treated with crude, butanol or dichloromethane fraction from BA (50 mg/kg BW) and diabetic rats treated with gliclazide as a reference drug for one month. Our results suggested a protective role of treatment of diabetic rats with BA against oxidative stress-induced SAPK-JNK pathway. Moreover, BA treatment produced a reduction in plasma glucose, HbA1c, lactic acid, lipid profile, malondialdehyde levels and produced an increase in insulin, reduced glutathione levels, catalase and superoxide dismutase activities compared with untreated diabetic rats. Moreover, it decreased apoptosis signal-regulating kinase 1, c-Jun N-terminal kinase 1, protein 53 and increased insulin receptor substrate 1 in rat pancreas while it increased glucose transporter 4 in rat muscle. Analysis of BA extracts by LC-HRMS revealed the presence of different saponins with reported hypoglycemic effect. In conclusion, BA exerted hypoglycemic, hypolipidemic, insulinotropic and antioxidant effects. Additionally, it reduced apoptosis in pancreatic β-cells and increased glucose uptake in muscle. These results suggest that the hypoglycemic effect of BA is due to the inhibition of the SAPK-JNK pathway."
2010,20545578,Diminution of free radical induced DNA damage by extracts/fractions from bark of Schleichera oleosa (Lour.) Oken.,"The present study was undertaken to investigate the effect of extracts of Schleichera oleosa (Sapindaceae) for its cytotoxic and hydroxyl radical-scavenging activities. The bark of the tree was used to prepare extracts with different solvents (i.e., hexane, chloroform, ethyl acetate, methanol, and water). The extracts were initially assessed for their in vitro cytotoxicity potential in the sulforhodamine B dye assay against cell lines, such as 502713 (colon), SW-620 (colon), HCT-15 (colon), A-549 (lung), HEP-2 (liver), SK-NS-H (central nervous system), and IMR-32 (neuroblastoma). It was observed that the water extract was effective against all the three colon cancer cell lines, while only methanol and water extracts were effective against A-549 (lung) and HEP-2 (liver), respectively. As DNA damage is one of the hallmarks of cell death, so the extracts were assessed for their ability to scavenge hydroxyl radicals, in the deoxyribose degradation assay (site- and nonsite specific) as well as their protective effect against the hydroxyl radical-induced DNA damage in the plasmid nicking assay, using pBR322. It was observed that all the extracts, except chloroform and hexane, exhibited relatively greater antioxidant activity in the nonsite-specific than in the site-specific assay. Similarly, the extracts were also found to be effective in inhibiting the hydroxyl radical-induced unwinding of supercoiled DNA, which further confirmed the hydroxyl radical-scavenging ability of the extracts in the deoxyribose degradation method."
2011,21144097,The impact of the catechol-O-methyltransferase genotype on the acute responsiveness of vascular reactivity to a green tea extract.,"The beneficial effects of green tea catechins, such as the proposed improvement in endothelial function, may be influenced by phase II metabolism during and after absorption. The methylation enzyme, catechol-O-methyltransferase (COMT), has a missense mutation rs4680 (G to A), proposed to result in a 40 % reduction in enzyme activity. In the present pilot study, twenty subjects (ten of each homozygous COMT genotype) were recruited. Green tea extract capsules (836 mg green tea catechins) were given in a fasted state, and a high-carbohydrate breakfast was given after 60 min. Blood samples and vascular function measurements were taken at regular intervals. The change in digital volume pulse stiffness index (SI) from baseline was shown to be different between genotype groups at 120 and 240 min, with a lower SI in the GG individuals (P ≤ 0·044). The change in blood pressure from baseline also differed between genotype groups, with a greater increase in systolic (P = 0·023) and diastolic (P = 0·034) blood pressure at 120 min in the GG group. The GG [corrected] group was shown to have a greater increase in insulin concentrations at 120 min (P = 0·019) and 180 min (P = 0·008) compared with baseline, despite similar glucose profiles. No genotypic differences were found in vascular reactivity measured using laser Doppler iontophoresis, total nitrite, lipids, plasma total antioxidant capacity or inflammatory markers after ingestion of the green tea extract. In conclusion, SI and insulin response to the glucose load differed between the COMT genotype groups, and this may be suggestive of a green tea extract and genotype interaction."
2013,23298251,Investigation of antigenotoxic potential of Syzygium cumini extract (SCE) on cyclophosphamide-induced genotoxicity and oxidative stress in mice.,"The present study investigated the protective effects of Syzygium cumini extract (SCE; 100 and 200 mg/kg) against genotoxicity and oxidative stress (OS) induced by cyclophosphamide (CP) in mice. Animals were received 14 days pretreatment (oral) of SCE, followed by induction of genotoxicity by CP (40 mg/kg), 24 hours before sacrifice. Mice bone marrow chromosomal aberration assay, micronucleus assay, and sperm abnormality assay were employed for the study. Activities of hepatic antioxidant enzymes were also investigated. Phytochemical investigation was done to determine total phenolic and flavonoid content in SCE. Results showed that CP produced a significant increase in average percentage of aberrant metaphases and chromosomal aberrations (CAs) excluding gap, and micronuclei (MN) formation in polychromatic erythrocytes produced cytotoxicity in mouse bone marrow cells and induced abnormal sperms in a male germ line. CP also markedly inhibited the activities of superoxide dismutase (SOD), catalase (CAT), and reduced glutahione (GSH) and increased malondialdehyde (MDA) content. Pretreatments with SCE significantly inhibited the frequencies of aberrant metaphases, CAs, MN formation, and cytotoxicity in mouse bone marrow cells induced by CP. SCE also produced a significant reduction of abnormal sperm and antagonized the reduction of CP-induced SOD, CAT, and GSH activities and inhibited increased MDA content in the liver. Total phenolic content present in SCE was 24.68%, whereas total flavonoids were calculated as 3.80%. SCE has a protective effect against genotoxicity and OS induced by CP."
2018,29128606,Salvianic acid A sodium protects HUVEC cells against tert-butyl hydroperoxide induced oxidative injury via mitochondria-dependent pathway.,"Salvianic acid A (Danshensu) is a major water-soluble component extracted from Salvia miltiorrhiza (Danshen), which has been widely used in clinic in China for treatment of cardiovascular diseases (CVDs). This study aimed to investigate the protective effects of salvianic acid A sodium (SAAS) against tert-butyl hydroperoxide (t-BHP) induced human umbilical vein endothelial cell (HUVEC) oxidative injury and the underlying molecular mechanisms. In the antioxidant activity-assessing model, SAAS pretreatment significantly ameliorated the cell growth inhibition and apoptosis induced by t-BHP. An ultra-performance liquid chromatography/quadrupole time-of-flight mass spectrometry (UPLC-QTOF-MS) based-metabolic profiling was developed to investigate the metabolic changes of HUVEC cells in response to t-BHP and SAAS. The results revealed that t-BHP injury upregulated 13 metabolites mainly involved in tryptophan metabolism and phenylalanine metabolism which were highly correlated with mitochondrial function and oxidative stress, and 50 μM SAAS pretreatment effectively reversed these metabolic changes. Further biomedical research indicated that SAAS pretreatment reduced the t-BHP induced increase of lactate dehydrogenase (LDH), intracellular reactive oxygen species (ROS), malondialdehyde (MDA) and mitochondrial membrane potential (MMP), and the decrease of key antioxidant enzymes through mitochondria antioxidative pathways via JAK2/STAT3 and PI3K/Akt/GSK-3β signalings. Taken together, our results suggested that SAAS may protect HUVEC cells against t-BHP induced oxidative injury via mitochondrial antioxidative defense system."
2015,24915375,"Tomato (Solanum lycopersicum) Carotenoids and Lycopenes Chemistry; Metabolism, Absorption, Nutrition, and Allied Health Claims--A Comprehensive Review.","Tomato (Solanum lycopersicum) is one of the most essential herbaceous plants that have been probed against various life sight related disorders owing to array of phytochemicals. It is important source of vitamin C, potassium, folic acid, and carotenoids, such as lycopene. Carotenoids are the pigments synthesized during fruit ripening and responsible for the final red color of the tomato. Consumption of tomato and tomato-based products contribute to the absorption of carotenoids and lycopenes in human serum. Lycopene is chemically acyclic carotene with 11 conjugated double bonds, normally in transconfiguration while isomerization occur in blood plasma for its better absorption. It has ability for adenosine deaminase inhibition that plays important role in the regression of tumor. Tomato also contain other active compounds, namely, neoxanthin, lutein, α-cryptoxanthin, α-carotene, β-carotene, cyclolycopene, and β-carotene 5, 6-epoxide. These components provide synergistic effect against various threats but still need further attention of the researchers. Both in vitro and in vivo studies have elucidated the potential of tomato against variety of metabolic syndromes. Latest research highlights the relationship between consuming tomato and its products with reduced risk of various maladies like obesity, hyperglycemic and hypercholesterolemic attributes, cardiovascular disorders, and cancer insurgences. Moreover, tomato and its bioactive components hold potential to become effective modules in diet-based regimens; however, integrated research and meta-analysis are still required to enhance meticulousness. "
1992,1638024,C-reactive protein and beta-2 microglobulin produce a simple and powerful myeloma staging system.,"Multiple myeloma (MM) staging procedures are still inadequate for detection of the optimal therapeutic procedure for an individual patient. The Durie & Salmon staging system and serum beta 2-microglobulin (beta 2M) are used worldwide because of their easy clinical application. Other prognostic parameters, such as myeloma cell proliferative activity, are of exceeding importance, but are not as simple as standard methods. Recently, interleukin-6 (IL-6) has been shown to be a major growth factor for MM. IL-6 is a pleiotropic cytokine acting on several cell lineages, and, at the hepatocyte level, stimulates the synthesis of acute phase proteins, such as the well known C-Reactive Protein (CRP). Serum CRP concentration actually reflects the IL-6 activity. A survival analysis carried out in 162 MM patients at diagnosis showed that serum CRP level is a highly significant prognostic factor. Moreover, serum CRP was independent of serum beta 2M. This feature allowed stratification of MM patients into 3 groups according to CRP and beta 2M serum levels: (1) low risk group, CRP and beta 2M less than 6 mg/L (50% of patients); (2) intermediate risk group, CRP or beta 2M greater than or equal to 6 mg/L (35% of patients); (3) high risk group, CRP and beta 2M greater than or equal to 6 mg/L (15% of patients). Survival was 54, 27, and 6 months, respectively (P less than .0001). We thus propose a new and powerful myeloma staging system based on simple and reliable laboratory evaluations."
1999,10550483,Cytotoxicity and genotoxicity of capsaicin in human neuroblastoma cells SHSY-5Y.,"Capsaicin, a natural product of Capsicum species, induces excitation of pain perception at nociceptive terminals. Our previous studies have shown that capsaicin inhibits protein synthesis in cultured monkey kidneys cells (Vero cells) and in primoculture of rat astrocytes. We have now investigated the effect of capsaicin on human neuroblastoma cells SHSY-5Y. The cytotoxicity has been assessed by incorporation of [(3)H]L-leucine into cellular protein in the presence of capsaicin and the genotoxicity has been evaluated using the comet assay and the fragmentation assay after incubation of neuroblastoma cells with 25-100 microM capsaicin. The concentration required to inhibit 50% of the protein synthesis (IC(50)) was found to be 60 microM after incubation with the toxin during one cellular cycle (5 days) of SHSY-5Y. The results of the comet test and DNA fragmentation assay clearly suggest that capsaicin is able to induce DNA strand breaks already with concentrations in the range of 50 microM, corresponding to 29.3 microM of capsaicin not bound to alpha-1 acid glycoprotein. Several daily topical applications of preparations containing 0.075% of capsaicin could lead to blood capsaicin concentration of this order of magnitude following transdermal passage (5% of the total quantity applied). Because DNA strand breaks or DNA lesions may affect cellular functions, lead to cell death and/or mutagenesis, our data in case of inappropriate DNA repair may have important implications for the possible health threats of capsaicin, specially in the case of misuse of capsaicin preparations in pathological situations."
2001,11482522,"Bone marrow micronucleus assay in Brown-Norway rats exposed to diphenyl-methane-4,4'-diisocyanate.","Four groups of young adult male Brown-Norway rats (strain: BN/RijHsd) were either exposed whole-body (WB) to filtered air (negative control) or to respirable aerosols of monomeric diphenylmethane-4,4'-diisocyanate (MDI) at actual breathing zone concentrations of 9.2 +/- 1.5 and 118 +/- 8.6 mg/m3. One additional group was exposed to 11,0 +/- 14.4 mg/m3 MDI using a nose-only (NO) mode. Exposure was 1 h/day, one exposure per week on 3 consecutive weeks. MDI aerosols were generated using either a condensation (WB) or a dispersion-condensation (NO) principle with resultant MMADs of 2.4-3.1 microm and 1.2 microm (GSD approximately l.5), respectively. Humidity ranged from approximately 40% (WB) to approximately 5% (NO). Positive controls received cyclophosphamide and colcemid. Micronuclei in polychromatic erythrocytes (MN-PCE) were counted in bone marrow smears prepared after the final exposure on post-exposure days 1, 2 and 7 and stained with acridine orange or Wright-Giemsa. Both the WB-exposure regimen and the 7-day sampling time point were based upon a previous study in which a significant increase in MN-PCE was reported to occur. Rats exposed to 118 (WB) and 110 mg/m3 MDI (NO) exhibited signs of respiratory distress, including hypothermia, and increased lung weights when compared to WB-exposed rats. The intensity of changes appeared to be slightly more pronounced in NO-exposed rats. At no time point did this study provide any evidence of an MDI-induced effect on the frequency of MN-PCE. No differences in outcome existed following staining with acridine orange or Wright-Giemsa. There was an absence of any effect on the frequency of mast cells and their frequency was low enough not to interfere with the outcome of study. Positive control groups exhibited significant increases in MN-PCE. In summary, monomeric MDI aerosol did not induce cytogenetic damage in Brown-Norway rats when investigated according to current testing guidelines."
2016,27374516,Effect of chemical stress on germination of cv Dalia bean (Phaseolus vularis L.) as an alternative to increase antioxidant and nutraceutical compounds in sprouts.,"The aim of this study was to determine the effect of chitosan (CH), salicylic acid (SA) and hydrogen peroxide (H2O2) at different concentrations on the antinutritional and nutraceutical content, as well as the antioxidant capacity of bean sprouts (cv Dalia). All elicitors at medium and high concentrations reduced the antinutritional content of lectins (48%), trypsin inhibitor (57%), amylase inhibitor (49%) and phytic acid (56%). Sprouts treated with CH, SA and H2O2 (7μM; 1 and 2mM, and 30mM respectively) increased the content of phenolic compounds (1.8-fold), total flavonoids (3-fold), saponins (1.8-fold) and antioxidant capacity (37%). Furthermore, the UPLC-ESI-MS/MS analysis showed an increase of several nutraceutical compounds in bean sprouts treated with SA such as coumaric (8.5-fold), salicylic (115-fold), gallic (25-fold) and caffeic (1.7-fold) acids, as well as epigallocatechin (63-fold), rutin (41-fold) and quercetin (16.6-fold) flavonoids. The application of elicitors in bean seed during sprouting enhances their nutraceutical properties. "
