	document_idx	title	sentence	sentence_type
1406	1015	Anti-clastogenic effect of magnolol-containing Hange-koboku-to, Dai-joki-to, Goshaku-san, and Magnoliae Cortex on benzo(a)pyrene-induced clastogenicity in mice.	The anti-clastogenic mechanisms employed by the kampo medicines and Magnoliae Cortex were also investigated by evaluating in vivo CYP1A1 activity using the zoxazolamine paralysis test.	supporting_sent
1407	1015	Anti-clastogenic effect of magnolol-containing Hange-koboku-to, Dai-joki-to, Goshaku-san, and Magnoliae Cortex on benzo(a)pyrene-induced clastogenicity in mice.	Results show that Hange-koboku-to, Dai-joki-to, and Magnoliae Cortex, which contain high levels of magnolol, significantly inhibited the clastogenesis induced by B(a)P and sufficiently inhibited in vivo CYP1A1 activity.	key_sent
1408	1022	Automated monitoring of respiratory parameters in the anesthetized patient in mechanical respiration.	New results were displayed on the screen about every minute.	none_sent
1409	1022	Automated monitoring of respiratory parameters in the anesthetized patient in mechanical respiration.	The constant flow method, which avoids interruption in the mechanical ventilation and is sensitive to small changes in respiratory parameters, appears particularly convenient for the peroperative monitoring of patie	none_sent
1410	1023	Immunomodulatory activity of resveratrol: suppression of lymphocyte proliferation, development of cell-mediated cytotoxicity, and cytokine production.	trans-Resveratrol, a phytoalexin found in grapes, wine, and other plant products, has been shown to have anti-inflammatory, antioxidant, and antitumor activities.	none_sent
1411	1023	Immunomodulatory activity of resveratrol: suppression of lymphocyte proliferation, development of cell-mediated cytotoxicity, and cytokine production.	We have investigated the effect of resveratrol on mitogen/antigen-induced proliferation of splenic lymphocytes, induction of cytotoxic T lymphocytes (CTLs) and lymphokine activated killer (LAK) cells, and the production of the cytokines interferon (IFN)-gamma, interleukin (IL)-2, tumor necrosis factor (TNF)-alpha, and IL-12.	none_sent
1412	1023	Immunomodulatory activity of resveratrol: suppression of lymphocyte proliferation, development of cell-mediated cytotoxicity, and cytokine production.	We found that mitogen-, IL-2-, or alloantigen-induced proliferation of splenic lymphocytes and the development of antigen-specific CTLs were suppressed significantly at 25-50 microM resveratrol.	key_sent
1413	1023	Immunomodulatory activity of resveratrol: suppression of lymphocyte proliferation, development of cell-mediated cytotoxicity, and cytokine production.	The suppression of cell proliferation and CTL generation by resveratrol was not only reversible, but in some cases the response (mitogen/IL-2-induced proliferation and CTL generation) was actually enhanced following pretreatment of cells with resveratrol.	key_sent
1414	1023	Immunomodulatory activity of resveratrol: suppression of lymphocyte proliferation, development of cell-mediated cytotoxicity, and cytokine production.	Resveratrol also inhibited the production of IFN-gamma and IL-2 by splenic lymphocytes, and the production of TNF-alpha and IL-12 by peritoneal macrophages.	key_sent
1415	1023	Immunomodulatory activity of resveratrol: suppression of lymphocyte proliferation, development of cell-mediated cytotoxicity, and cytokine production.	The inhibition of cytokine production by resveratrol was irreversible.	key_sent
1416	1023	Immunomodulatory activity of resveratrol: suppression of lymphocyte proliferation, development of cell-mediated cytotoxicity, and cytokine production.	Further, resveratrol blocked the activation of the transcription factor NF-kappaB without affecting basal NF-kappaB activity.	key_sent
1417	1025	Zinc Regulates Lipid Metabolism and MMPs Expression in Lipid Disturbance Rabbits.	Zinc also reduced high-sensitivity C-reactive protein (hs-CRP) (p<0.01) and interleukin-6 (IL-6)'s expressions (p<0.05).	key_sent
1418	1025	Zinc Regulates Lipid Metabolism and MMPs Expression in Lipid Disturbance Rabbits.	Zinc suppressed MMP2 and MMP9's expressions in vivo, but it did not alleviate the aorta fatty streak's severity in the lipid disturbance rabbits.	key_sent
1419	1025	Zinc Regulates Lipid Metabolism and MMPs Expression in Lipid Disturbance Rabbits.	Zinc protected the liver, reduced TG, hs-CRP, and IL-6 and raised HDL-C in the lipid disturbance rabbits.	key_sent
1420	1025	Zinc Regulates Lipid Metabolism and MMPs Expression in Lipid Disturbance Rabbits.	Zinc suppressed MMP2 and MMP9's expressions in vivo, but it did not alleviate the severity of aorta fatty streak induced by the high-fat diet.	key_sent
1421	1026	Phenolic compounds present in Sardinian wine extracts protect against the production of inflammatory cytokines induced by oxysterols in CaCo-2 human enterocyte-like cells.	Induction of NOX1 was markedly while not fully inhibited by CaCo-2 cell pre-incubation with phenolic extracts obtained from well-selected wines from typical grape varieties grown in Sardinia.	key_sent
1422	1026	Phenolic compounds present in Sardinian wine extracts protect against the production of inflammatory cytokines induced by oxysterols in CaCo-2 human enterocyte-like cells.	Oxysterol-dependent NOX1 activation, as well as interleukin synthesis, were completely prevented by Cannonau red wine extract that contains an abundant phenolic fraction, in particular phenolic acids and flavonoids.	key_sent
1423	1026	Phenolic compounds present in Sardinian wine extracts protect against the production of inflammatory cytokines induced by oxysterols in CaCo-2 human enterocyte-like cells.	Conversely, cell pre-treatment with Vermentino white wine extract with smaller phenolic fraction showed only a partial NOX1 down-regulation and was ineffective in interleukin synthesis induced by dietary oxysterols.	key_sent
1424	1026	Phenolic compounds present in Sardinian wine extracts protect against the production of inflammatory cytokines induced by oxysterols in CaCo-2 human enterocyte-like cells.	Besides this direct activity, an excess of phenolic compounds detectable in red wine, may exert an additional indirect action by blocking oxysterol-related NOX1 induction, thus totally preventing the pro-oxidant and pro-inflammatory events triggered by dietary oxysterols.	key_sent
1425	1028	Nuciferine relaxes rat mesenteric arteries through endothelium-dependent and -independent mechanisms.	Endothelial NOS (eNOS) was determined by immunoblotting.	none_sent
1426	1028	Nuciferine relaxes rat mesenteric arteries through endothelium-dependent and -independent mechanisms.	In HUVECs, the phosphorylation of eNOS at Ser(1177) and increase in cytosolic NO level induced by nuciferine were mediated by extracellular Ca(2+) influx.	key_sent
1427	1028	Nuciferine relaxes rat mesenteric arteries through endothelium-dependent and -independent mechanisms.	In the absence of extracellular calcium, nuciferine relieved the vasoconstriction induced by phenylephrine and the addition of CaCl2.	key_sent
1428	1030	The use of atmospheric pressure plasma as a curing process for canned ground ham.	The canned ground hams cured by the APP treatment for 30min displayed no difference in their physicochemical qualities, such as nitrosyl hemochrome, color, residual nitrite, texture, lipid oxidation, and protein oxidation, compared with those of canned ground hams cured with sodium nitrite or celery powder at 42mgkg-1 of nitrite.	none_sent
1429	1030	The use of atmospheric pressure plasma as a curing process for canned ground ham.	The canned ground hams cured by the APP treatment received a higher score in taste and overall acceptability than those cured with sodium nitrite.	none_sent
1430	1035	Effect of grapefruit juice on cytochrome P450 2A6 and nicotine renal clearance.	 Grapefruit juice is an inhibitor of the cytochrome P450 (CYP) 3A4 enzyme and transporters such as P-glycoprotein and organic anion transporting polypeptides, leading to clinically important interactions.	key_sent
1431	1035	Effect of grapefruit juice on cytochrome P450 2A6 and nicotine renal clearance.	Concentrations of nicotine and its metabolites were analyzed in plasma and urine for 8 hours.Grapefruit juice inhibited the formation of cotinine from nicotine (area under the plasma cotinine concentration-time curve from 0 to 8 hours of 6807 min.ng/mL, 7805 min.ng/mL, and 8007 min.ng/mL for full-strength grapefruit juice, half-strength grapefruit juice, and water, respectively; repeated-measures ANOVA, P=.009).	key_sent
1432	1035	Effect of grapefruit juice on cytochrome P450 2A6 and nicotine renal clearance.	The time to peak plasma concentration of cotinine was delayed (216 minutes, 159 minutes, and 147 minutes, respectively; ANOVA, P=.011), and the peak plasma concentration was lower with grapefruit juice compared with water (18 ng/mL, 21 ng/mL, and 22 ng/mL, respectively; ANOVA, P=.010).	key_sent
1433	1035	Effect of grapefruit juice on cytochrome P450 2A6 and nicotine renal clearance.	Oral clearance, peak plasma concentration, and time to peak plasma concentration of nicotine were not affected.	key_sent
1434	1035	Effect of grapefruit juice on cytochrome P450 2A6 and nicotine renal clearance.	Grapefruit juice increased the renal clearance of nicotine (231 mL/min, 219 mL/min, and 123 mL/min, respectively; ANOVA, P=.045) and cotinine (19 mL/min, 14 mL/min, and 16 mL/min, respectively; ANOVA, P=.002).Grapefruit juice inhibits the metabolism of nicotine to cotinine, a pathway mediated by CYP2A6, and increases the renal clearance of nicotine and cotinine.	key_sent
1435	1035	Effect of grapefruit juice on cytochrome P450 2A6 and nicotine renal clearance.	Nicotine oral clearance is not affected by grapefruit juice because the inhibition of hepatic metabolism is offset by the increase in the renal clearance of nicotine.	key_sent
1436	1037	Antioxidative and antihypertensive effects of Welsh onion on rats fed with a high-fat high-sucrose diet.	The systolic blood pressure was elevated and the thiobarbituric acid reactive substances (TBARS) in plasma were increased in the rats fed with the HFS diet without Welsh onion.	none_sent
1437	1037	Antioxidative and antihypertensive effects of Welsh onion on rats fed with a high-fat high-sucrose diet.	The rats fed with the HFS diet containing Welsh onion, especially the green-leafy type, had lower blood pressure.	none_sent
1438	1040	Influence of prebiotics and antioxidants in bread on the immune system, antioxidative status and antioxidative capacity in male smokers and non-smokers.	One was bread supplemented with inulin, linseed and soya fibre (prebiotic bread).	supporting_sent
1439	1040	Influence of prebiotics and antioxidants in bread on the immune system, antioxidative status and antioxidative capacity in male smokers and non-smokers.	The other was a prebiotic antioxidant bread (pre-aox-bread), which additionally contained green tea powder, herbs and tomato paste.	supporting_sent
1440	1040	Influence of prebiotics and antioxidants in bread on the immune system, antioxidative status and antioxidative capacity in male smokers and non-smokers.	However, the percentage of CD19 increased after intervention with prebiotic bread, whereas intercellular adhesion molecule-1 (ICAM-1) and CD3+NK+ (P < 0.05) decreased in both intervention arms.	key_sent
1441	1040	Influence of prebiotics and antioxidants in bread on the immune system, antioxidative status and antioxidative capacity in male smokers and non-smokers.	The ferric reducing ability of plasma (FRAP) was increased after consumption of the pre-aox-bread for non-smokers (1256 v. 1147 micromol/l; P = 0.019) and remained unchanged for smokers consuming the pre-aox-bread.	key_sent
1442	1040	Influence of prebiotics and antioxidants in bread on the immune system, antioxidative status and antioxidative capacity in male smokers and non-smokers.	The concentrations of uric acid and alpha-tocopherol rose after intervention with both breads.	key_sent
1443	1040	Influence of prebiotics and antioxidants in bread on the immune system, antioxidative status and antioxidative capacity in male smokers and non-smokers.	ICAM-1 as a marker of stress decreased after consuming the prebiotic bread.	key_sent
1444	1040	Influence of prebiotics and antioxidants in bread on the immune system, antioxidative status and antioxidative capacity in male smokers and non-smokers.	In conclusion, increased plasma concentrations of carotenoids and the responses observed with the FRAP assay after intervention with the pre-aox-bread indicate a unique response in terms of antioxidative potentials for this type of functional food.	key_sent
1445	1041	Anti-inflammatory, antinociceptive, and gastric effects of Hypericum perforatum in rats.	When administered systemically, H. perforatum (50-300 mg/kg, s.c.) produced a dose-related and significant inhibition of the edematogenic response to s.p.	none_sent
1446	1041	Anti-inflammatory, antinociceptive, and gastric effects of Hypericum perforatum in rats.	injection of carrageenan.	key_sent
1447	1041	Anti-inflammatory, antinociceptive, and gastric effects of Hypericum perforatum in rats.	In tests of nociception, H. perforatum, administered orally, displayed antinociceptive activity in the tail electric stimulation and hot plate tests.	none_sent
1448	1041	Anti-inflammatory, antinociceptive, and gastric effects of Hypericum perforatum in rats.	In contrast, the acetic acid-induced (0.6%, i.p.)	key_sent
1449	1041	Anti-inflammatory, antinociceptive, and gastric effects of Hypericum perforatum in rats.	writhing was significantly reduced by fluoxetine or etodolac, but not H. perforatum.	key_sent
1450	1041	Anti-inflammatory, antinociceptive, and gastric effects of Hypericum perforatum in rats.	Also, the nociceptive response caused by i.p.	key_sent
1451	1041	Anti-inflammatory, antinociceptive, and gastric effects of Hypericum perforatum in rats.	injection of capsaicin (1.6 microg/paw) was unaffected by H. perforatum, but reduced by fluoxetine.	key_sent
1452	1041	Anti-inflammatory, antinociceptive, and gastric effects of Hypericum perforatum in rats.	Injection of H. perforatum (50, 125, or 250 mg/kg, s.c.) to pylorus-ligated rats, decreased gastric acid secretion, but increased indomethacin-induced gastric mucosal lesions dose dependently.	key_sent
1453	1042	Therapy-related acute myeloid leukemia after single-agent treatment with fludarabine for chronic lymphocytic leukemia.	Marrow examination showed acute myeloid leukemia (AML) with trilineage myelodysplasia (MDS).	none_sent
1454	1042	Therapy-related acute myeloid leukemia after single-agent treatment with fludarabine for chronic lymphocytic leukemia.	Together with previous reports of secondary cancers after fludarabine treatment and the association of monosomy 7/7q- with another purine analogue azathioprine, results suggest that t-AML might develop after fludarabine therapy.	none_sent
1455	1044	Curcuma oil attenuates accelerated atherosclerosis and macrophage foam-cell formation by modulating genes involved in plaque stability, lipid homeostasis and inflammation.	Similarly, elevated mRNA transcripts of matrix metalloproteinase-2 (MMP-2), MMP-9, cluster of differentiation 45 (CD45), TNF-α, interferon-γ (IFN-γ), IL-1β and IL-6 were reduced in atherosclerotic arteries, while those of transforming growth factor-β (TGF-β) and IL-10 were increased after the C. oil treatment (300 mg/kg).	key_sent
1456	1044	Curcuma oil attenuates accelerated atherosclerosis and macrophage foam-cell formation by modulating genes involved in plaque stability, lipid homeostasis and inflammation.	The treatment with C. oil prevented HC diet- and oxidised LDL (OxLDL)-induced lipid accumulation, decreased the mRNA expression of CD68 and CD36, and increased the mRNA expression of PPARα, LXRα, ABCA1 and ABCG1 in both hyperlipidaemic hamster-derived peritoneal and THP-1 macrophages.	key_sent
1457	1044	Curcuma oil attenuates accelerated atherosclerosis and macrophage foam-cell formation by modulating genes involved in plaque stability, lipid homeostasis and inflammation.	The administration of C. oil suppressed the mRNA expression of TNF-α, IL-1β, IL-6 and IFN-γ and increased the expression of TGF-β in peritoneal macrophages.	key_sent
1458	1044	Curcuma oil attenuates accelerated atherosclerosis and macrophage foam-cell formation by modulating genes involved in plaque stability, lipid homeostasis and inflammation.	In THP-1 macrophages, C. oil supplementation prevented OxLDL-induced production of TNF-α and IL-1β and increased the levels of TGF-β.	key_sent
1459	1045	Pharmacokinetic and metabolic effects of American ginseng (Panax quinquefolius) in healthy volunteers receiving the HIV protease inhibitor indinavir.	RESULTS: There was no difference in the area-under the plasma-concentration-time curve after the co-administration of AG, compared to IDV alone (n = 13).	key_sent
1460	1045	Pharmacokinetic and metabolic effects of American ginseng (Panax quinquefolius) in healthy volunteers receiving the HIV protease inhibitor indinavir.	Although insulin-stimulated glucose disposal per unit of insulin (M/I) decreased by an average of 14.8 +/- 5.9% after 3 days of IDV (from 0.113 +/- 0.012 to 0.096 +/- 0.014 mg/kgFFM/min per muU/ml of insulin, p = 0.03, n = 11), M/I remained unchanged after co-administration of IDV and AG.	key_sent
1461	1046	Extracellular Vesicles Released by Cardiomyocytes in a Doxorubicin-Induced Cardiac Injury Mouse Model Contain Protein Biomarkers of Early Cardiac Injury.	Proteomic profiling of DOX_EVs revealed the distinctive presence of brain/heart, muscle, and liver isoforms of glycogen phosphorylase (GP), and their origins were verified to be heart, skeletal muscle, and liver, respectively.	none_sent
1462	1047	Reduced intensity conditioning is effective for hematopoietic SCT in dyskeratosis congenita-related BM failure.	Between October 1992 and February 2011, nine DKC patients (male, 7 and female, 2), with a median age at transplantation of 19.1 (4.9-31.1) years, underwent an allo-HSCT from HLA-matched, morphologically normal-related donors (100%).	none_sent
1463	1047	Reduced intensity conditioning is effective for hematopoietic SCT in dyskeratosis congenita-related BM failure.	Extensive chronic GVHD was reported in one case, whereas limited chronic GVHD occurred in another four cases.	none_sent
1464	1047	Reduced intensity conditioning is effective for hematopoietic SCT in dyskeratosis congenita-related BM failure.	One patient died of metastatic gastric adenocarcinoma and graft failure was the cause of death in another patient.	none_sent
1465	1049	An outbreak of type 4b Listeria monocytogenes infection involving patients from eight Boston hospitals.	 During September and October 1979, 23 patients admitted to hospitals in the Boston area had systemic Listeria monocytogenes infection.	none_sent
1466	1049	An outbreak of type 4b Listeria monocytogenes infection involving patients from eight Boston hospitals.	However, we cannot exclude pasteurized milk as a source of this outbr	none_sent
1467	1050	Magnesium supplementation through seaweed calcium extract rather than synthetic magnesium oxide improves femur bone mineral density and strength in ovariectomized rats.	Seaweed calcium with magnesium supplementation or magnesium supplementation alone did not affect the serum ALP and CTx levels in ovariectomized rats.	key_sent
1468	1050	Magnesium supplementation through seaweed calcium extract rather than synthetic magnesium oxide improves femur bone mineral density and strength in ovariectomized rats.	Our results suggest that seaweed calcium extract is an effective calcium and magnesium source for improving bone health compared to synthetic calcium and magnesium supplementat	none_sent
1469	1051	Eriobotrya japonica hydrophilic extract modulates cytokines in normal tissues, in the tumor of Meth-A-fibrosarcoma bearing mice, and enhances their survival time.	Cytokines play a key role in the immune response to developing tumors, and therefore modulating their levels and actions provides innovative strategies for enhancing the activity of antigen presenting cells and polarizing towards T helper 1 type response within tumor microenvironment.	none_sent
1470	1051	Eriobotrya japonica hydrophilic extract modulates cytokines in normal tissues, in the tumor of Meth-A-fibrosarcoma bearing mice, and enhances their survival time.	This can lead to the development of improved strategies for cancer treatment and thus opening up a new frontier for future studies.	none_sent
1471	1053	Haploidentical transplantation outcomes for secondary acute myeloid leukemia: Acute Leukemia Working Party (ALWP) of the European Society for Blood and Marrow Transplantation (EBMT) study.	This study analyzes the outcomes for unmanipulated haploidentical HCT (haploHCT) for sAML using the Acute Leukemia Working Party (ALWP) registry of the European Society for Blood and Marrow Transplantation (EBMT).	none_sent
1472	1054	Particulate organohalogens in edible brown seaweeds.	Like other marine macroalgae, brown seaweeds are known to accumulate the halogens iodine and bromine.	none_sent
1473	1054	Particulate organohalogens in edible brown seaweeds.	Higher organochlorine levels appear in samples with more lipid moieties, suggesting lipid chlorination as a possible formation pathway.	none_sent
1474	1057	Particulate nanocomposite from oyster (Crassostrea rivularis) hydrolysates via zinc chelation improves zinc solubility and peptide activity.	Zinc ions chelating with oyster protein hydrolysates (OPH) cause intramolecular and intermolecular folding and aggregation, homogeneously forming the OPH-Zn complex as nanoclusters with a Z-average at 89.28?nm (PDI: 0.16?±?0.02).	key_sent
1475	1057	Particulate nanocomposite from oyster (Crassostrea rivularis) hydrolysates via zinc chelation improves zinc solubility and peptide activity.	Furthermore, formation of the OPH-Zn complex could significantly enhance zinc solubility both under specific pH conditions as well as during simulated gastrointestinal digestion, compared to the commonly used ZnSO4.	key_sent
1476	1057	Particulate nanocomposite from oyster (Crassostrea rivularis) hydrolysates via zinc chelation improves zinc solubility and peptide activity.	Additionally, after digestion, either preserved or enhanced antioxidant activity of OPH was found when chelated with zinc.	key_sent
1477	1057	Particulate nanocomposite from oyster (Crassostrea rivularis) hydrolysates via zinc chelation improves zinc solubility and peptide activity.	These results indicated that the OPH-Zn complex could be a potential functional ingredient with improved antiox	none_sent
1478	1059	Anthelmintic activity of silver-extract nanoparticles synthesized from the combination of silver nanoparticles and M. charantia fruit extract.	RESULTS: The FTIR results implied that AgNPs were successfully synthesized and capped with bio-compounds present in the extract.	none_sent
1479	1059	Anthelmintic activity of silver-extract nanoparticles synthesized from the combination of silver nanoparticles and M. charantia fruit extract.	But when these two combined together, paralysis and death time fall drastically which were only 6.16?±?0.6 and 9.1?±?0.4 minutes respectively.	key_sent
1480	1060	Effect of in vivo phenol or hydroquinone exposure on events related to neutrophil delivery during an inflammatory response.	This pattern of neutrophil activation may have contributed to the higher number of neutrophils in the subcutaneous inflammatory response of HQ-exposed rats after oyster glycogen injection.	key_sent
1481	1064	Foeniculum vulgare Mill. increases cytosolic Ca2+ concentration and inhibits store-operated Ca2+ entry in vascular endothelial cells.	(fennel oil) and of trans-anethole, the main component of fennel oil, on extracellular Ca2+-induced store-operated Ca2+ entry (SOCE) into vascular endothelial (EA) cells and their mechanisms of action.	none_sent
1482	1064	Foeniculum vulgare Mill. increases cytosolic Ca2+ concentration and inhibits store-operated Ca2+ entry in vascular endothelial cells.	Cytosolic Ca2+ concentration (Ca2+c) in EA cells was determined using Fura-2 fluorescence.	none_sent
1483	1064	Foeniculum vulgare Mill. increases cytosolic Ca2+ concentration and inhibits store-operated Ca2+ entry in vascular endothelial cells.	In the presence of extracellular Ca2+, fennel oil significantly increased Ca2+c in EA cells; this increase was significantly inhibited by the Ca2+ channel blockers La3+ and nifedipine.	key_sent
1484	1066	Antinociceptive effects of St. John's wort, Harpagophytum procumbens extract and Grape seed proanthocyanidins extract in mice.	The aim of this study was to clarify antinociceptive properties of SJW, HPE and GSPE in mice with mechanisms that might potentially underlie these activities.	none_sent
1485	1066	Antinociceptive effects of St. John's wort, Harpagophytum procumbens extract and Grape seed proanthocyanidins extract in mice.	Oral pretreatment with SJW (100-1000 mg/kg) and HPE (30-300 mg/kg) attenuated significantly times of licking/biting both first and second phases of formalin injection in mice in the dose-dependent manner, and GSPE (10-300 mg/kg) suppressed second phase.	key_sent
1486	1066	Antinociceptive effects of St. John's wort, Harpagophytum procumbens extract and Grape seed proanthocyanidins extract in mice.	Naloxone (5 mg/kg, s.c.) significantly attenuated antinociceptive effect of HPE but not SJW and GSPE.	key_sent
1487	1066	Antinociceptive effects of St. John's wort, Harpagophytum procumbens extract and Grape seed proanthocyanidins extract in mice.	Formalin injection resulted in significant increase in the content of nitrites/nitrates (NO(x)) in mouse spinal cord.	key_sent
1488	1066	Antinociceptive effects of St. John's wort, Harpagophytum procumbens extract and Grape seed proanthocyanidins extract in mice.	The rise of spinal NO(x) content by formalin was significantly attenuated by HPE and SJW.	key_sent
1489	1066	Antinociceptive effects of St. John's wort, Harpagophytum procumbens extract and Grape seed proanthocyanidins extract in mice.	The pretreatment with SJW significantly potentiated an antinociceptive effect of morphine (0.3 mg/kg, s.c.), although concentrations of morphine in plasma and brain were not significantly changed by these herbal extracts.	key_sent
1490	1066	Antinociceptive effects of St. John's wort, Harpagophytum procumbens extract and Grape seed proanthocyanidins extract in mice.	In conclusion, the present study has shown that SJW, HPE and GSPE exert significant antinociceptive effects in the formalin test of mice.	key_sent
1491	1066	Antinociceptive effects of St. John's wort, Harpagophytum procumbens extract and Grape seed proanthocyanidins extract in mice.	In addition, opioidergic system seems to be involved in the antinociceptive effect of HPE but not SJW and GSPE.	key_sent
1492	1066	Antinociceptive effects of St. John's wort, Harpagophytum procumbens extract and Grape seed proanthocyanidins extract in mice.	Furthermore, SJW potentiates morphine-induced antinociception possibly by pharmacodynamic interact	none_sent
1493	1067	Medicinal attributes of Solanum xanthocarpum fruit consumed by several tribal communities as food: an in vitro antioxidant, anticancer and anti HIV perspective.	Solanum xanthocarpum (Solanaceae) has been used for treatment of many infectious and degenerative diseases in traditional medicine.	none_sent
1494	1067	Medicinal attributes of Solanum xanthocarpum fruit consumed by several tribal communities as food: an in vitro antioxidant, anticancer and anti HIV perspective.	Several sub-fractions (spots) of extracts separated on TLC plates also exhibited powerful radical scavenging activity.	none_sent
1495	1068	MnSOD Val-9Ala genotype, pro- and anti-oxidant environmental modifiers, and breast cancer among women on Long Island, New York.	Manganese superoxide dismutase (MnSOD) is critical to management of oxidative stress by catalyzing the formation of hydrogen peroxide from two superoxide anions.	none_sent
1496	1068	MnSOD Val-9Ala genotype, pro- and anti-oxidant environmental modifiers, and breast cancer among women on Long Island, New York.	Age-adjusted unconditional logistic models included 1034 cases and 1084 controls.	none_sent
1497	1068	MnSOD Val-9Ala genotype, pro- and anti-oxidant environmental modifiers, and breast cancer among women on Long Island, New York.	This study provides little evidence that variation in Val-9Ala polymorphism of MnSOD alone or through substantial interaction with key exposures believed to be pro- or anti-oxidant properties influences breast cancer r	none_sent
1498	1069	Oxidative damage and antioxidant response of Allium cepa meristematic and elongation cells exposed to metronidazole.	In the elongation zone, MTZ induced an increase of TBARS content and a significant rise in GSH levels, whereas in the meristematic zone, lipid peroxidation was not observed and all antioxidant defense parameters analyzed were significantly increased.	key_sent
1499	1071	Simultaneous determination of liensinine, isoliensinine and neferine from seed embryo of Nelumbo nucifera Gaertn. in rat plasma by a rapid HPLC method and its application to a pharmacokinetic study.	The intra-day and inter-day variations estimated with QC samples were less than 8% for the three tested concentration levels.	none_sent
1500	1072	Hydrolysis of big endothelin-1 by a serine protease in the membrane fraction of human lung.	Through a partly phosphoramidon-sensitive enzymatic activity, endothelin-1 (ET-1) was formed independently of bigET1-31.	none_sent
1501	1072	Hydrolysis of big endothelin-1 by a serine protease in the membrane fraction of human lung.	These results indicate that human pulmonary membranes, besides hydrolysing bigET-1 to ET-1, also express serine protease activity that is responsible for the formation of the biologically active product, bigET1	none_sent
1502	1074	Estimation of Mineral and Trace Element Profile in Bubaline Milk Affected with Subclinical Mastitis.	Milk samples from subclinical mastitis infected and healthy buffaloes were analysed to evaluate physicochemical alterations in terms of protein, fat, pH, electrical conductivity, chloride, minerals (sodium, potassium and calcium) and trace elements (iron, zinc, copper and selenium).	none_sent
1503	1074	Estimation of Mineral and Trace Element Profile in Bubaline Milk Affected with Subclinical Mastitis.	Concentration of electrolytes mainly sodium and chloride significantly increased with higher somatic cell count in mastitic milk and to maintain osmolality; potassium levels decreased proportionately.	none_sent
1504	1075	Magnetic stirrer induced dispersive ionic-liquid microextraction for the determination of vanadium in water and food samples prior to graphite furnace atomic absorption spectrometry.	The relative standard deviation (RSD) for 10 replicate determinations at 0.5 μg L(-1) of vanadium level was found to be &lt;5.0%.	none_sent
1505	1076	Ethnoveterinary study for antidermatophytic activity of Piper betle, Alpinia galanga and Allium ascalonicum extracts in vitro.	A broth dilution method was employed to determine the inhibitory effect of the extracts and compared to those of ketoconazole and griseofulvin.	none_sent
1506	1076	Ethnoveterinary study for antidermatophytic activity of Piper betle, Alpinia galanga and Allium ascalonicum extracts in vitro.	All extracts suppressed the growth of the fungi in a concentration-dependent manner.	none_sent
1507	1076	Ethnoveterinary study for antidermatophytic activity of Piper betle, Alpinia galanga and Allium ascalonicum extracts in vitro.	In summary, the results supported the traditional wisdom of herbal remedy use and suggested a potential value-addition to agricultural products.	none_sent
1508	1076	Ethnoveterinary study for antidermatophytic activity of Piper betle, Alpinia galanga and Allium ascalonicum extracts in vitro.	It was suggested that the Pb cream has potential therapeutic value for treatment of dermatophytosis.	none_sent
1509	1079	Protective effects of Mentha spicata against nicotine-induced toxicity in liver and erythrocytes of Wistar rats.	Furthermore, nicotine-treated rats exhibited oxidative stress, as evidenced by a decrease in antioxidant enzymes activities and an increase in lipid peroxidation level in liver and erythrocytes.	none_sent
1510	1079	Protective effects of Mentha spicata against nicotine-induced toxicity in liver and erythrocytes of Wistar rats.	Interestingly, the oral administration of M. spicata extract by nicotine-treated rats alleviated such disturbances.	supporting_sent
1511	1079	Protective effects of Mentha spicata against nicotine-induced toxicity in liver and erythrocytes of Wistar rats.	M. spicata contained bioactive compounds that possess important antioxidant potential and protected liver and erythrocytes against nicotine-induced dam	key_sent
1512	1080	Fruit juices inhibit organic anion transporting polypeptide-mediated drug uptake to decrease the oral availability of fexofenadine.	In contrast, grapefruit, orange, and apple juices at 5% of normal strength markedly reduced human OATP and rat oatp activity.	key_sent
1513	1080	Fruit juices inhibit organic anion transporting polypeptide-mediated drug uptake to decrease the oral availability of fexofenadine.	6',7'-Dihydroxybergamottin potently inhibited rat oatp3 and oatp1 (IC(50), 0.28 micromol/L).	none_sent
1514	1080	Fruit juices inhibit organic anion transporting polypeptide-mediated drug uptake to decrease the oral availability of fexofenadine.	Grapefruit, orange, and apple juices decreased the fexofenadine area under the plasma concentration-time curve (AUC), the peak plasma drug concentration (C(max)), and the urinary excretion values to 30% to 40% of those with water, with no change in the time to reach C(max), elimination half-life, renal clearance, or urine volume in humans.	key_sent
1515	1081	Batatasin I, a naturally occurring phenanthrene derivative, isolated from tuberous roots of Dioscorea batatas suppresses eicosanoids generation and degranulation in bone marrow derived-mast cells.	This compound inhibited cyclooxygenase-2 (COX-2) dependent PGD(2) generation in a dose dependent manner, with IC(50) values of 1.78 ?M.	key_sent
1516	1081	Batatasin I, a naturally occurring phenanthrene derivative, isolated from tuberous roots of Dioscorea batatas suppresses eicosanoids generation and degranulation in bone marrow derived-mast cells.	Western blotting probed with specific anti-COX-2 antibodies showed that the decrease in the quantity of the PGD(2) generation was accompanied by a decrease in the COX-2 protein level.	supporting_sent
1517	1083	Changes in starch physical characteristics following digestion of foods in the human small intestine.	It appears that high-MW amylose is preferentially digested and that MW, rather than amylose content alone, is associated with resistance of starch to digestion in the upper gut of hum	none_sent
